order,source_types,link_texts,input_url,final_url,title,bucket,screenshot_file,status,error
131,sidebar,Vegetables,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/vegetables,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cooking/vegetables,Vegetables | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/131__heart-org-en-healthy-living-healthy-eating-cooking-skills-cooking-vegetables.png,ok,
132,sidebar,5 Must-Have Foods to Always Have in Your Pantry,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/5-pantry-staples,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/5-pantry-staples,5 Must-Have Foods to Always Have in Your Pantry | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/132__heart-org-en-healthy-living-healthy-eating-cooking-skills-meal-planning-5-pantry-staples.png,ok,
133,sidebar,Breakfast: Eating Healthy On The Run,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/breakfast-eating-healthy-on-the-run,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/breakfast-eating-healthy-on-the-run,Breakfast: Eating Healthy On The Run | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/133__heart-org-en-healthy-living-healthy-eating-cooking-skills-meal-planning-breakfast-eating-healthy-on-the-run.png,ok,
134,sidebar,Delicious and Easy Cooking for One,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/delicious-cooking-for-one,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/delicious-cooking-for-one,Delicious and Easy Cooking for One | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/134__heart-org-en-healthy-living-healthy-eating-cooking-skills-meal-planning-delicious-cooking-for-one.png,ok,
135,inline|sidebar,Essential Kitchen Equipment and Utensils,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/essential-kitchen-equipment-and-utensils,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/essential-kitchen-equipment-and-utensils,Essential Kitchen Equipment and Utensils | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/135__heart-org-en-healthy-living-healthy-eating-cooking-skills-meal-planning-essential-kitchen-equipment-and-utensils.png,ok,
136,sidebar,Pantry Basics for Heart-Healthy Meals Infographic,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/heart-healthy-kitchen-essentials-for-meal-prep,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/heart-healthy-kitchen-essentials-for-meal-prep,Pantry Basics for Heart-Healthy Meals Infographic | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/136__heart-org-en-healthy-living-healthy-eating-cooking-skills-meal-planning-heart-healthy-kitchen-essentials-for-meal-prep.png,ok,
137,sidebar,Understanding Tastes and Food Flavors,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/understanding-tastes-and-food-flavors,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/meal-planning/understanding-tastes-and-food-flavors,Understanding Tastes and Food Flavors | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/137__heart-org-en-healthy-living-healthy-eating-cooking-skills-meal-planning-understanding-tastes-and-food-flavors.png,ok,
138,inline|sidebar,Knife Skills 101,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cutting/knife-skills-101,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/cutting/knife-skills-101,Knife Skills 101 | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/138__heart-org-en-healthy-living-healthy-eating-cooking-skills-cutting-knife-skills-101.png,ok,
139,inline|sidebar,Be the Star on Your Kitchen Safety Squad,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/be-the-star-on-your-kitchen-safety-squad,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/be-the-star-on-your-kitchen-safety-squad,Be the Star on Your Kitchen Safety Squad | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/139__heart-org-en-healthy-living-healthy-eating-cooking-skills-preparing-be-the-star-on-your-kitchen-safety-squad.png,ok,
140,sidebar,Caring for Your Non-Stick Skillets,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/caring-for-your-non-stick-skillets,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/caring-for-your-non-stick-skillets,Caring for Your Non-Stick Skillets | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/140__heart-org-en-healthy-living-healthy-eating-cooking-skills-preparing-caring-for-your-non-stick-skillets.png,ok,
141,inline|sidebar,Common Herbs and Spices: How to Use Them Deliciously | Seasoning,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/common-herbs-and-spices-how-to-use-them-deliciously,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/common-herbs-and-spices-how-to-use-them-deliciously,Common Herbs and Spices: How to Use Them Deliciously | American Heart Association | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/141__heart-org-en-healthy-living-healthy-eating-cooking-skills-preparing-common-herbs-and-spices-how-to-use-them-deliciously.png,ok,
142,sidebar,Cooking Technique: Whole Grains,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/cooking-technique-whole-grains,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/cooking-technique-whole-grains,Cooking Technique: Whole Grains | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/142__heart-org-en-healthy-living-healthy-eating-cooking-skills-preparing-cooking-technique-whole-grains.png,ok,
143,inline|sidebar,Make Your Kitchen a Place You Love,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/make-your-kitchen-a-place-you-love,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/make-your-kitchen-a-place-you-love,<p>Make Your Kitchen a Place You Love</p> | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/143__heart-org-en-healthy-living-healthy-eating-cooking-skills-preparing-make-your-kitchen-a-place-you-love.png,ok,
144,inline|sidebar,’Tis the Seasonings | Tis the Seasonings,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/tis-the-seasonings,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/preparing/tis-the-seasonings,’Tis the Seasonings | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/144__heart-org-en-healthy-living-healthy-eating-cooking-skills-preparing-tis-the-seasonings.png,ok,
145,inline|sidebar,5 Easy Ways to Find Healthier Options While Grocery Shopping,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/5-easy-ways-to-find-healthier-options-at-the-grocery-store,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/5-easy-ways-to-find-healthier-options-at-the-grocery-store,5 Easy Ways to Find Healthier Options While Grocery Shopping | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/145__heart-org-en-healthy-living-healthy-eating-cooking-skills-shopping-5-easy-ways-to-find-healthier-options-at-the-grocery-store.png,ok,
146,sidebar,Cooking Healthy On a Budget,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/cooking-healthy-on-a-budget,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/cooking-healthy-on-a-budget,Cooking Healthy On a Budget | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/146__heart-org-en-healthy-living-healthy-eating-cooking-skills-shopping-cooking-healthy-on-a-budget.png,ok,
147,sidebar,9 Grocery Shopping Tips,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/grocery-shopping-tips,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/grocery-shopping-tips,9 Grocery Shopping Tips | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/147__heart-org-en-healthy-living-healthy-eating-cooking-skills-shopping-grocery-shopping-tips.png,ok,
148,sidebar,Grocery Shopping Without a Car,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/grocery-shopping-without-a-car,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/grocery-shopping-without-a-car,Grocery Shopping Without a Car | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/148__heart-org-en-healthy-living-healthy-eating-cooking-skills-shopping-grocery-shopping-without-a-car.png,ok,
149,inline|sidebar,Save Money by Making Beans From Scratch,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/save-money-by-making-beans-from-scratch,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/save-money-by-making-beans-from-scratch,Save Money by Making Beans From Scratch | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/149__heart-org-en-healthy-living-healthy-eating-cooking-skills-shopping-save-money-by-making-beans-from-scratch.png,ok,
150,sidebar,Shop Smart and Save Infographic,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/shop-smart-and-save,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/shopping/shop-smart-and-save,Shop Smart and Save Infographic | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/150__heart-org-en-healthy-living-healthy-eating-cooking-skills-shopping-shop-smart-and-save.png,ok,
151,inline|sidebar,Food Safety: How to Store and How Long to Keep Leftovers | storing foods and how long to keep leftovers,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/storing/food-safety---how-to-store-and-how-long-to-keep-leftovers,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/storing/food-safety---how-to-store-and-how-long-to-keep-leftovers,Food Safety: How to Store and How Long to Keep Leftovers | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/151__heart-org-en-healthy-living-healthy-eating-cooking-skills-storing-food-safety-how-to-store-and-how-long-to-keep-leftovers.png,ok,
152,inline|sidebar,Understanding Expiration Dates: How Do I Know When My Food's Gone Bad?,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/storing/understanding-expiration-dates-how-do-i-know-when-my-foods-gone-bad,https://www.heart.org/en/healthy-living/healthy-eating/cooking-skills/storing/understanding-expiration-dates-how-do-i-know-when-my-foods-gone-bad,Understanding Expiration Dates: How Do I Know When My Food's Gone Bad? | American Heart Association,cooking-skills,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/152__heart-org-en-healthy-living-healthy-eating-cooking-skills-storing-understanding-expiration-dates-how-do-i-know-when-my-foods-gone-bad.png,ok,
153,inline|sidebar,Healthy Cooking Oils | cooking oils | nontropical vegetable oils | non-tropical vegetable oils,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/healthy-cooking-oils,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/fats/healthy-cooking-oils,Healthy Cooking Oils | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/153__heart-org-en-healthy-living-healthy-eating-eat-smart-fats-healthy-cooking-oils.png,ok,
154,inline|sidebar,The American Heart Association Diet and Lifestyle Recommendations | overall healthy eating pattern | American Heart Association’s diet and lifestyle recommendations | overall heart-healthy dietary pattern | American Heart Association recommends | healthy diet | American Heart Association's dietary recommendations,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/aha-diet-and-lifestyle-recommendations,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/aha-diet-and-lifestyle-recommendations,The American Heart Association Diet and Lifestyle Recommendations | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/154__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-aha-diet-and-lifestyle-recommendations.png,ok,
155,inline|sidebar,Making the Most of the Nutrition Facts Label Infographic | Nutrition Facts label | Making the Most of the Food Label | Nutrition Facts labels | Nutrition Facts,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/making-the-most-of-the-nutrition-facts-label,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/making-the-most-of-the-nutrition-facts-label,Making the Most of the Nutrition Facts Label Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/155__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-making-the-most-of-the-nutrition-facts-label.png,ok,
156,inline|sidebar,5 Heart-Healthy Eating Habits,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/5-heart-healthy-eating-habits,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/5-heart-healthy-eating-habits,5 Heart-Healthy Eating Habits | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/156__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-5-heart-healthy-eating-habits.png,ok,
157,sidebar,Asian Cuisine with Heart,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/asian-cuisine-with-heart,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/asian-cuisine-with-heart,Asian Cuisine with Heart | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/157__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-asian-cuisine-with-heart.png,ok,
158,sidebar,Asian Heritage Diets,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/asian-heritage-diets,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/asian-heritage-diets,Asian Heritage Diets Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/158__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-asian-heritage-diets.png,ok,
159,sidebar,Caffeine and Heart Disease,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/caffeine-and-heart-disease,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/caffeine-and-heart-disease,Caffeine and Heart Disease | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/159__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-caffeine-and-heart-disease.png,ok,
160,sidebar,Carbohydrates,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/carbohydrates,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/carbohydrates,Carbohydrates | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/160__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-carbohydrates.png,ok,
161,sidebar,Dietary Supplements: Hype or Help for Good Health,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/vitamin-supplements-hype-or-help-for-healthy-eating,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/vitamin-supplements-hype-or-help-for-healthy-eating,Dietary Supplements: Hype or Help for Good Health | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/161__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-vitamin-supplements-hype-or-help-for-healthy-eating.png,ok,
162,sidebar,Dining Out Doesn't Mean Ditching Your Diet,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dining-out-doesnt-mean-ditch-your-diet,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/dining-out-doesnt-mean-ditch-your-diet,Dining Out Doesn't Mean Ditching Your Diet | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/162__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-dining-out-doesnt-mean-ditch-your-diet.png,ok,
163,inline|sidebar,7 Excuses to Overindulge and How to Take Control,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/top-7-excuses-to-overindulge-and-how-to-take-control,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/top-7-excuses-to-overindulge-and-how-to-take-control,7 Excuses to Overindulge and How to Take Control | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/163__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-top-7-excuses-to-overindulge-and-how-to-take-control.png,ok,
164,inline|sidebar,"Food as Fuel Before, During and After Workouts",https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/food-as-fuel-before-during-and-after-workouts,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/food-as-fuel-before-during-and-after-workouts,"Food as Fuel Before, During and After Workouts | American Heart Association",eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/164__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-food-as-fuel-before-during-and-after-workouts.png,ok,
165,inline|sidebar,Keeping a Food Diary: Tracking What You Eat and Drink | Food Diary — Keep Track of What You Eat and Drink | food diary,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/food-diary-how-to-keep-track-of-what-you-eat,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/food-diary-how-to-keep-track-of-what-you-eat,Keeping a Food Diary: Tracking What You Eat and Drink | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/165__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-food-diary-how-to-keep-track-of-what-you-eat.png,ok,
166,sidebar,Grocery Stores Make It Easier to Eat Well,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/grocery-stores-make-it-easier-to-eat-well,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/grocery-stores-make-it-easier-to-eat-well,Grocery Stores Make It Easier to Eat Well | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/166__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-grocery-stores-make-it-easier-to-eat-well.png,ok,
167,sidebar,Host a Heart-Healthy Gathering,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/host-a-heart-healthy-gathering,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/host-a-heart-healthy-gathering,Host a Heart-Healthy Gathering | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/167__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-host-a-heart-healthy-gathering.png,ok,
168,inline|sidebar,Healthy Foods Under $1 Per Serving | healthy foods under $1,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-foods-under-$1-per-serving,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-foods-under-$1-per-serving,Healthy Foods Under $1 Per Serving | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/168__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-healthy-foods-under-1-per-serving.png,ok,
169,sidebar,Healthy Hacks for Hard Hats Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-hacks-for-hard-hats-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-hacks-for-hard-hats-infographic,Healthy Hacks for Hard Hats Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/169__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-healthy-hacks-for-hard-hats-infographic.png,ok,
170,sidebar,Healthy Snacks for Kids and Teens,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-snacks-for-kids-and-teens,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-snacks-for-kids-and-teens,Healthy Snacks for Kids and Teens | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/170__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-healthy-snacks-for-kids-and-teens.png,ok,
171,inline|sidebar,Healthy Travel Snacks Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-travel-snacks,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/healthy-travel-snacks,Healthy Travel Snacks Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/171__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-healthy-travel-snacks.png,ok,
172,sidebar,How does Plant-Forward Eating Benefit Your Health?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/how-does-plant-forward-eating-benefit-your-health,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/how-does-plant-forward-eating-benefit-your-health,How does Plant-Forward (Plant-Based) Eating Benefit Your Health? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/172__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-how-does-plant-forward-eating-benefit-your-health.png,ok,
173,sidebar,How To Have a Healthy Halloween,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/how-to-have-a-healthy-halloween,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/how-to-have-a-healthy-halloween,How To Have a Healthy Halloween | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/173__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-how-to-have-a-healthy-halloween.png,ok,
174,inline|sidebar,Is 3 Meals a Day the Only Way to Be Healthy? | Is Three Meals a Day the Only Way to Be Healthy?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/is-3-meals-a-day-the-only-way,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/is-3-meals-a-day-the-only-way,Is Eating Three Meals a Day the Only Way to Be Healthy? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/174__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-is-3-meals-a-day-the-only-way.png,ok,
175,sidebar,It's Great to Hydrate Infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/its-great-to-hydrate-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/its-great-to-hydrate-infographic,It's Great to Hydrate Infographic | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/175__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-its-great-to-hydrate-infographic.png,ok,
176,inline|sidebar,What is the Mediterranean Diet?,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/mediterranean-diet,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/mediterranean-diet,What is the Mediterranean Diet? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/176__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-mediterranean-diet.png,ok,
177,sidebar,"Online Grocery Shopping Offers Convenience, Health Benefits",https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/online-grocery-shopping-offers-convenience-health-benefits,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/online-grocery-shopping-offers-convenience-health-benefits,"Online Grocery Shopping Offers Convenience, Health Benefits | American Heart Association",eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/177__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-online-grocery-shopping-offers-convenience-health-benefits.png,ok,
178,inline|sidebar,Portion Size Versus Serving Size | Eat reasonable portions. | portion size | portion and a serving | portions | portion sizes,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/portion-size-versus-serving-size,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/portion-size-versus-serving-size,Portion Size Versus Serving Size | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/178__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-portion-size-versus-serving-size.png,ok,
179,inline|sidebar,Can Processed Foods Be Part of a Healthy Diet? | Choose mindfully | processed foods,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/processed-foods,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/processed-foods,Can Processed Foods Be Part of a Healthy Diet? | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/179__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-processed-foods.png,ok,
180,inline|sidebar,Suggested Servings From Each Food Group | suggested servings for each food group | suggested servings from each food groups,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/suggested-servings-from-each-food-group,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/suggested-servings-from-each-food-group,Suggested Servings From Each Food Group | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/180__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-suggested-servings-from-each-food-group.png,ok,
181,inline|sidebar,The Benefits of Beans and Legumes | Beans and legumes | beans | legumes,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/the-benefits-of-beans-and-legumes,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/the-benefits-of-beans-and-legumes,The Benefits of Beans and Legumes | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/181__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-the-benefits-of-beans-and-legumes.png,ok,
182,inline|sidebar,7 Whole-Grain Foods You Should Try,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/types-of-whole-grains,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/types-of-whole-grains,7 Whole-Grain Foods You Should Try | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/182__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-types-of-whole-grains.png,ok,
183,inline|sidebar,The Easy Way to Eat Healthy | healthy foods,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/what-is-a-healthy-diet-recommended-serving-infographic,https://www.heart.org/en/healthy-living/healthy-eating/eat-smart/nutrition-basics/what-is-a-healthy-diet-recommended-serving-infographic,The Easy Way to Eat Healthy | American Heart Association,eat-smart,reference/evidence/screenshots/aha-healthy-eating-topic-network-2026-04-29/183__heart-org-en-healthy-living-healthy-eating-eat-smart-nutrition-basics-what-is-a-healthy-diet-recommended-serving-infographic.png,ok,
